home_team,away_team,home_goals,away_goals,result,season
Valencia,Chelsea,2,2,D,2019
Zenit,Lyon,2,0,H,2019
Lille,Ajax,0,2,A,2019
Liverpool,Napoli,1,1,D,2019
Genk,RB Salzburg,1,4,A,2019
Slavia Prague,Inter,1,3,A,2019
Zenit,Lyon,2,0,H,2019
Barcelona,Dortmund,3,1,H,2019
Valencia,Chelsea,2,2,D,2019
Liverpool,Napoli,1,1,D,2019
Genk,RB Salzburg,1,4,A,2019
Slavia Prague,Inter,1,3,A,2019
Lille,Ajax,0,2,A,2019
RB Leipzig,Benfica,2,2,D,2019
Barcelona,Dortmund,3,1,H,2019
RB Leipzig,Benfica,2,2,D,2019
Chelsea,Lille,2,1,H,2019
Dortmund,Slavia Prague,2,1,H,2019
Ajax,Valencia,0,1,A,2019
Lyon,RB Leipzig,2,2,D,2019
Benfica,Zenit,3,0,H,2019
Inter,Barcelona,1,2,A,2019
Napoli,Genk,4,0,H,2019
Dortmund,Slavia Prague,2,1,H,2019
RB Salzburg,Liverpool,0,2,A,2019
Lyon,RB Leipzig,2,2,D,2019
Inter,Barcelona,1,2,A,2019
Chelsea,Lille,2,1,H,2019
Benfica,Zenit,3,0,H,2019
RB Salzburg,Liverpool,0,2,A,2019
Napoli,Genk,4,0,H,2019
Ajax,Valencia,0,1,A,2019
Dinamo Zagreb,Manchester City,1,4,A,2019
Shakhtar,Atalanta,0,3,A,2019
Paris S-G,Galatasaray,5,0,H,2019
AtlÃ©tico Madrid,Loko Moscow,2,0,H,2019
Leverkusen,Juventus,0,2,A,2019
Club Brugge,Real Madrid,1,3,A,2019
Olympiacos,Red Star,1,0,H,2019
Dinamo Zagreb,Manchester City,1,4,A,2019
Bayern Munich,Tottenham,3,1,H,2019
Shakhtar,Atalanta,0,3,A,2019
Paris S-G,Galatasaray,5,0,H,2019
AtlÃ©tico Madrid,Loko Moscow,2,0,H,2019
Leverkusen,Juventus,0,2,A,2019
Club Brugge,Real Madrid,1,3,A,2019
Olympiacos,Red Star,1,0,H,2019
Bayern Munich,Tottenham,3,1,H,2019
Dortmund,Paris S-G,2,1,H,2019
AtlÃ©tico Madrid,Liverpool,1,0,H,2019
Dortmund,Paris S-G,2,1,H,2019
AtlÃ©tico Madrid,Liverpool,1,0,H,2019
Tottenham,RB Leipzig,0,1,A,2019
Atalanta,Valencia,4,1,H,2019
Tottenham,RB Leipzig,0,1,A,2019
Atalanta,Valencia,4,1,H,2019
Napoli,Barcelona,1,1,D,2019
Chelsea,Bayern Munich,0,3,A,2019
Napoli,Barcelona,1,1,D,2019
Chelsea,Bayern Munich,0,3,A,2019
Lyon,Juventus,1,0,H,2019
Lyon,Juventus,1,0,H,2019
Real Madrid,Manchester City,1,2,A,2019
Real Madrid,Manchester City,1,2,A,2019
Valencia,Atalanta,3,4,A,2019
RB Leipzig,Tottenham,3,0,H,2019
RB Leipzig,Tottenham,3,0,H,2019
Valencia,Atalanta,3,4,A,2019
Paris S-G,Dortmund,2,0,H,2019
Liverpool,AtlÃ©tico Madrid,2,3,A,2019
Paris S-G,Dortmund,2,0,H,2019
Liverpool,AtlÃ©tico Madrid,2,3,A,2019
Juventus,Lyon,2,1,H,2019
Manchester City,Real Madrid,2,1,H,2019
Manchester City,Real Madrid,2,1,H,2019
Juventus,Lyon,2,1,H,2019
Bayern Munich,Chelsea,4,1,H,2019
Barcelona,Napoli,3,1,H,2019
Bayern Munich,Chelsea,4,1,H,2019
Barcelona,Napoli,3,1,H,2019
Atalanta,Paris S-G,1,2,A,2019
Atalanta,Paris S-G,1,2,A,2019
RB Leipzig,AtlÃ©tico Madrid,2,1,H,2019
RB Leipzig,AtlÃ©tico Madrid,2,1,H,2019
Barcelona,Bayern Munich,2,8,A,2019
Barcelona,Bayern Munich,2,8,A,2019
Manchester City,Lyon,1,3,A,2019
Manchester City,Lyon,1,3,A,2019
RB Leipzig,Paris S-G,0,3,A,2019
RB Leipzig,Paris S-G,0,3,A,2019
Lyon,Bayern Munich,0,3,A,2019
Lyon,Bayern Munich,0,3,A,2019
Paris S-G,Bayern Munich,0,1,A,2019
Paris S-G,Bayern Munich,0,1,A,2019
Rennes,Krasnodar,1,1,D,2020
Paris S-G,Manchester Utd,1,2,A,2020
Lazio,Dortmund,3,1,H,2020
Chelsea,Sevilla,0,0,D,2020
Dynamo Kyiv,Juventus,0,2,A,2020
Zenit,Club Brugge,1,2,A,2020
RB Leipzig,BaÅakÅehir,2,0,H,2020
Barcelona,FerencvÃ¡ros,5,1,H,2020
Rennes,Krasnodar,1,1,D,2020
RB Leipzig,BaÅakÅehir,2,0,H,2020
Barcelona,FerencvÃ¡ros,5,1,H,2020
Lazio,Dortmund,3,1,H,2020
Chelsea,Sevilla,0,0,D,2020
Dynamo Kyiv,Juventus,0,2,A,2020
Zenit,Club Brugge,1,2,A,2020
Paris S-G,Manchester Utd,1,2,A,2020
Real Madrid,Shakhtar,2,3,A,2020
Midtjylland,Atalanta,0,4,A,2020
Inter,M'Gladbach,2,2,D,2020
Ajax,Liverpool,0,1,A,2020
Ajax,Liverpool,0,1,A,2020
Midtjylland,Atalanta,0,4,A,2020
Olympiacos,Marseille,1,0,H,2020
RB Salzburg,Loko Moscow,2,2,D,2020
Bayern Munich,AtlÃ©tico Madrid,4,0,H,2020
Manchester City,Porto,3,1,H,2020
Bayern Munich,AtlÃ©tico Madrid,4,0,H,2020
Manchester City,Porto,3,1,H,2020
RB Salzburg,Loko Moscow,2,2,D,2020
Real Madrid,Shakhtar,2,3,A,2020
Inter,M'Gladbach,2,2,D,2020
Olympiacos,Marseille,1,0,H,2020
Marseille,Manchester City,0,3,A,2020
Atalanta,Ajax,2,2,D,2020
AtlÃ©tico Madrid,RB Salzburg,3,2,H,2020
M'Gladbach,Real Madrid,2,2,D,2020
Liverpool,Midtjylland,2,0,H,2020
Shakhtar,Inter,0,0,D,2020
Porto,Olympiacos,2,0,H,2020
Liverpool,Midtjylland,2,0,H,2020
Loko Moscow,Bayern Munich,1,2,A,2020
Marseille,Manchester City,0,3,A,2020
Atalanta,Ajax,2,2,D,2020
AtlÃ©tico Madrid,RB Salzburg,3,2,H,2020
M'Gladbach,Real Madrid,2,2,D,2020
Loko Moscow,Bayern Munich,1,2,A,2020
Shakhtar,Inter,0,0,D,2020
Porto,Olympiacos,2,0,H,2020
Sevilla,Rennes,1,0,H,2020
Krasnodar,Chelsea,0,4,A,2020
BaÅakÅehir,Paris S-G,0,2,A,2020
Dortmund,Zenit,2,0,H,2020
Club Brugge,Lazio,1,1,D,2020
FerencvÃ¡ros,Dynamo Kyiv,2,2,D,2020
Juventus,Barcelona,0,2,A,2020
FerencvÃ¡ros,Dynamo Kyiv,2,2,D,2020
Sevilla,Rennes,1,0,H,2020
Club Brugge,Lazio,1,1,D,2020
Dortmund,Zenit,2,0,H,2020
BaÅakÅehir,Paris S-G,0,2,A,2020
Krasnodar,Chelsea,0,4,A,2020
Manchester Utd,RB Leipzig,5,0,H,2020
Manchester Utd,RB Leipzig,5,0,H,2020
Juventus,Barcelona,0,2,A,2020
Loko Moscow,AtlÃ©tico Madrid,1,1,D,2020
Midtjylland,Ajax,1,2,A,2020
RB Salzburg,Bayern Munich,2,6,A,2020
Manchester City,Olympiacos,3,0,H,2020
Porto,Marseille,3,0,H,2020
Shakhtar,M'Gladbach,0,6,A,2020
Real Madrid,Inter,3,2,H,2020
Atalanta,Liverpool,0,5,A,2020
Loko Moscow,AtlÃ©tico Madrid,1,1,D,2020
RB Salzburg,Bayern Munich,2,6,A,2020
Midtjylland,Ajax,1,2,A,2020
Real Madrid,Inter,3,2,H,2020
Atalanta,Liverpool,0,5,A,2020
Manchester City,Olympiacos,3,0,H,2020
Shakhtar,M'Gladbach,0,6,A,2020
Porto,Marseille,3,0,H,2020
BaÅakÅehir,Manchester Utd,2,1,H,2020
FerencvÃ¡ros,Juventus,1,4,A,2020
Club Brugge,Dortmund,0,3,A,2020
Sevilla,Krasnodar,3,2,H,2020
Zenit,Lazio,1,1,D,2020
Chelsea,Rennes,3,0,H,2020
BaÅakÅehir,Manchester Utd,2,1,H,2020
Barcelona,Dynamo Kyiv,2,1,H,2020
Zenit,Lazio,1,1,D,2020
Sevilla,Krasnodar,3,2,H,2020
Club Brugge,Dortmund,0,3,A,2020
FerencvÃ¡ros,Juventus,1,4,A,2020
Barcelona,Dynamo Kyiv,2,1,H,2020
Chelsea,Rennes,3,0,H,2020
RB Leipzig,Paris S-G,2,1,H,2020
RB Leipzig,Paris S-G,2,1,H,2020
Dortmund,Club Brugge,3,0,H,2020
Paris S-G,RB Leipzig,1,0,H,2020
Lazio,Zenit,3,1,H,2020
Krasnodar,Sevilla,1,2,A,2020
Dynamo Kyiv,Barcelona,0,4,A,2020
Manchester Utd,BaÅakÅehir,4,1,H,2020
Juventus,FerencvÃ¡ros,2,1,H,2020
Dortmund,Club Brugge,3,0,H,2020
Juventus,FerencvÃ¡ros,2,1,H,2020
Dynamo Kyiv,Barcelona,0,4,A,2020
Manchester Utd,BaÅakÅehir,4,1,H,2020
Krasnodar,Sevilla,1,2,A,2020
Lazio,Zenit,3,1,H,2020
Paris S-G,RB Leipzig,1,0,H,2020
Inter,Real Madrid,0,2,A,2020
Ajax,Midtjylland,3,1,H,2020
Olympiacos,Manchester City,0,1,A,2020
M'Gladbach,Shakhtar,4,0,H,2020
Marseille,Porto,0,2,A,2020
Liverpool,Atalanta,0,2,A,2020
Bayern Munich,RB Salzburg,3,1,H,2020
AtlÃ©tico Madrid,Loko Moscow,0,0,D,2020
Ajax,Midtjylland,3,1,H,2020
Inter,Real Madrid,0,2,A,2020
Marseille,Porto,0,2,A,2020
Liverpool,Atalanta,0,2,A,2020
Olympiacos,Manchester City,0,1,A,2020
M'Gladbach,Shakhtar,4,0,H,2020
AtlÃ©tico Madrid,Loko Moscow,0,0,D,2020
Bayern Munich,RB Salzburg,3,1,H,2020
AtlÃ©tico Madrid,Bayern Munich,1,1,D,2020
Liverpool,Ajax,1,0,H,2020
Porto,Manchester City,0,0,D,2020
Loko Moscow,RB Salzburg,1,3,A,2020
Marseille,Olympiacos,2,1,H,2020
Atalanta,Midtjylland,1,1,D,2020
M'Gladbach,Inter,2,3,A,2020
AtlÃ©tico Madrid,Bayern Munich,1,1,D,2020
M'Gladbach,Inter,2,3,A,2020
Atalanta,Midtjylland,1,1,D,2020
Marseille,Olympiacos,2,1,H,2020
Loko Moscow,RB Salzburg,1,3,A,2020
Porto,Manchester City,0,0,D,2020
Liverpool,Ajax,1,0,H,2020
Shakhtar,Real Madrid,2,0,H,2020
Shakhtar,Real Madrid,2,0,H,2020
Dortmund,Lazio,1,1,D,2020
Dortmund,Lazio,1,1,D,2020
BaÅakÅehir,RB Leipzig,3,4,A,2020
Club Brugge,Zenit,3,0,H,2020
Juventus,Dynamo Kyiv,3,0,H,2020
FerencvÃ¡ros,Barcelona,0,3,A,2020
FerencvÃ¡ros,Barcelona,0,3,A,2020
Sevilla,Chelsea,0,4,A,2020
Krasnodar,Rennes,1,0,H,2020
BaÅakÅehir,RB Leipzig,3,4,A,2020
Club Brugge,Zenit,3,0,H,2020
Juventus,Dynamo Kyiv,3,0,H,2020
Krasnodar,Rennes,1,0,H,2020
Sevilla,Chelsea,0,4,A,2020
Zenit,Dortmund,1,2,A,2020
Chelsea,Krasnodar,1,1,D,2020
Dynamo Kyiv,FerencvÃ¡ros,1,0,H,2020
RB Leipzig,Manchester Utd,3,2,H,2020
Rennes,Sevilla,1,3,A,2020
Lazio,Club Brugge,2,2,D,2020
Zenit,Dortmund,1,2,A,2020
Barcelona,Juventus,0,3,A,2020
Lazio,Club Brugge,2,2,D,2020
Dynamo Kyiv,FerencvÃ¡ros,1,0,H,2020
RB Leipzig,Manchester Utd,3,2,H,2020
Rennes,Sevilla,1,3,A,2020
Barcelona,Juventus,0,3,A,2020
Chelsea,Krasnodar,1,1,D,2020
Ajax,Atalanta,0,1,A,2020
Paris S-G,BaÅakÅehir,5,1,H,2020
Midtjylland,Liverpool,1,1,D,2020
Manchester City,Marseille,3,0,H,2020
Real Madrid,M'Gladbach,2,0,H,2020
Inter,Shakhtar,0,0,D,2020
RB Salzburg,AtlÃ©tico Madrid,0,2,A,2020
Olympiacos,Porto,0,2,A,2020
Inter,Shakhtar,0,0,D,2020
RB Salzburg,AtlÃ©tico Madrid,0,2,A,2020
Bayern Munich,Loko Moscow,2,0,H,2020
Real Madrid,M'Gladbach,2,0,H,2020
Manchester City,Marseille,3,0,H,2020
Midtjylland,Liverpool,1,1,D,2020
Paris S-G,BaÅakÅehir,5,1,H,2020
Ajax,Atalanta,0,1,A,2020
Bayern Munich,Loko Moscow,2,0,H,2020
Olympiacos,Porto,0,2,A,2020
Barcelona,Paris S-G,1,4,A,2020
Barcelona,Paris S-G,1,4,A,2020
Sevilla,Dortmund,2,3,A,2020
Sevilla,Dortmund,2,3,A,2020
Porto,Juventus,2,1,H,2020
Porto,Juventus,2,1,H,2020
Lazio,Bayern Munich,1,4,A,2020
Lazio,Bayern Munich,1,4,A,2020
AtlÃ©tico Madrid,Chelsea,0,1,A,2020
AtlÃ©tico Madrid,Chelsea,0,1,A,2020
M'Gladbach,Manchester City,0,2,A,2020
Atalanta,Real Madrid,0,1,A,2020
Atalanta,Real Madrid,0,1,A,2020
M'Gladbach,Manchester City,0,2,A,2020
Dortmund,Sevilla,2,2,D,2020
Juventus,Porto,3,2,H,2020
Juventus,Porto,3,2,H,2020
Dortmund,Sevilla,2,2,D,2020
Liverpool,RB Leipzig,2,0,H,2020
Paris S-G,Barcelona,1,1,D,2020
Liverpool,RB Leipzig,2,0,H,2020
Paris S-G,Barcelona,1,1,D,2020
Real Madrid,Atalanta,3,1,H,2020
Manchester City,M'Gladbach,2,0,H,2020
Real Madrid,Atalanta,3,1,H,2020
Manchester City,M'Gladbach,2,0,H,2020
Bayern Munich,Lazio,2,1,H,2020
Chelsea,AtlÃ©tico Madrid,2,0,H,2020
Chelsea,AtlÃ©tico Madrid,2,0,H,2020
Bayern Munich,Lazio,2,1,H,2020
Real Madrid,Liverpool,3,1,H,2020
Manchester City,Dortmund,2,1,H,2020
Real Madrid,Liverpool,3,1,H,2020
Manchester City,Dortmund,2,1,H,2020
Bayern Munich,Paris S-G,2,3,A,2020
Porto,Chelsea,0,2,A,2020
Porto,Chelsea,0,2,A,2020
Bayern Munich,Paris S-G,2,3,A,2020
Paris S-G,Bayern Munich,0,1,A,2020
Chelsea,Porto,0,1,A,2020
Paris S-G,Bayern Munich,0,1,A,2020
Chelsea,Porto,0,1,A,2020
Dortmund,Manchester City,1,2,A,2020
Liverpool,Real Madrid,0,0,D,2020
Dortmund,Manchester City,1,2,A,2020
Liverpool,Real Madrid,0,0,D,2020
Real Madrid,Chelsea,1,1,D,2020
Real Madrid,Chelsea,1,1,D,2020
Paris S-G,Manchester City,1,2,A,2020
Paris S-G,Manchester City,1,2,A,2020
Manchester City,Paris S-G,2,0,H,2020
Manchester City,Paris S-G,2,0,H,2020
Chelsea,Real Madrid,2,0,H,2020
Chelsea,Real Madrid,2,0,H,2020
Manchester City,Chelsea,0,1,A,2020
Manchester City,Chelsea,0,1,A,2020
Sevilla,RB Salzburg,1,1,D,2021
Chelsea,Zenit,1,0,H,2021
Young Boys,Manchester Utd,2,1,H,2021
Sevilla,RB Salzburg,1,1,D,2021
Dynamo Kyiv,Benfica,0,0,D,2021
MalmÃ¶,Juventus,0,3,A,2021
Lille,Wolfsburg,0,0,D,2021
Villarreal,Atalanta,2,2,D,2021
Villarreal,Atalanta,2,2,D,2021
Chelsea,Zenit,1,0,H,2021
Young Boys,Manchester Utd,2,1,H,2021
Dynamo Kyiv,Benfica,0,0,D,2021
MalmÃ¶,Juventus,0,3,A,2021
Lille,Wolfsburg,0,0,D,2021
Barcelona,Bayern Munich,0,3,A,2021
Barcelona,Bayern Munich,0,3,A,2021
Sporting CP,Ajax,1,5,A,2021
Sheriff Tiraspol,Shakhtar,2,0,H,2021
BeÅiktaÅ,Dortmund,1,2,A,2021
Manchester City,RB Leipzig,6,3,H,2021
Club Brugge,Paris S-G,1,1,D,2021
Inter,Real Madrid,0,1,A,2021
AtlÃ©tico Madrid,Porto,0,0,D,2021
AtlÃ©tico Madrid,Porto,0,0,D,2021
Club Brugge,Paris S-G,1,1,D,2021
Inter,Real Madrid,0,1,A,2021
Liverpool,Milan,3,2,H,2021
Manchester City,RB Leipzig,6,3,H,2021
Sporting CP,Ajax,1,5,A,2021
BeÅiktaÅ,Dortmund,1,2,A,2021
Sheriff Tiraspol,Shakhtar,2,0,H,2021
Liverpool,Milan,3,2,H,2021
RB Leipzig,Club Brugge,1,2,A,2021
Dortmund,Sporting CP,1,0,H,2021
Real Madrid,Sheriff Tiraspol,1,2,A,2021
Porto,Liverpool,1,5,A,2021
Shakhtar,Inter,0,0,D,2021
Ajax,BeÅiktaÅ,2,0,H,2021
Paris S-G,Manchester City,2,0,H,2021
Milan,AtlÃ©tico Madrid,1,2,A,2021
Ajax,BeÅiktaÅ,2,0,H,2021
Real Madrid,Sheriff Tiraspol,1,2,A,2021
Shakhtar,Inter,0,0,D,2021
Milan,AtlÃ©tico Madrid,1,2,A,2021
Paris S-G,Manchester City,2,0,H,2021
Porto,Liverpool,1,5,A,2021
Dortmund,Sporting CP,1,0,H,2021
RB Leipzig,Club Brugge,1,2,A,2021
Juventus,Chelsea,1,0,H,2021
RB Salzburg,Lille,2,1,H,2021
Benfica,Barcelona,3,0,H,2021
Manchester Utd,Villarreal,2,1,H,2021
Zenit,MalmÃ¶,4,0,H,2021
Atalanta,Young Boys,1,0,H,2021
Bayern Munich,Dynamo Kyiv,5,0,H,2021
Atalanta,Young Boys,1,0,H,2021
Zenit,MalmÃ¶,4,0,H,2021
Manchester Utd,Villarreal,2,1,H,2021
Benfica,Barcelona,3,0,H,2021
RB Salzburg,Lille,2,1,H,2021
Juventus,Chelsea,1,0,H,2021
Bayern Munich,Dynamo Kyiv,5,0,H,2021
Wolfsburg,Sevilla,1,1,D,2021
Wolfsburg,Sevilla,1,1,D,2021
BeÅiktaÅ,Sporting CP,1,4,A,2021
Porto,Milan,1,0,H,2021
BeÅiktaÅ,Sporting CP,1,4,A,2021
Porto,Milan,1,0,H,2021
AtlÃ©tico Madrid,Liverpool,2,3,A,2021
Inter,Sheriff Tiraspol,3,1,H,2021
Paris S-G,RB Leipzig,3,2,H,2021
Ajax,Dortmund,4,0,H,2021
Shakhtar,Real Madrid,0,5,A,2021
Ajax,Dortmund,4,0,H,2021
Paris S-G,RB Leipzig,3,2,H,2021
Inter,Sheriff Tiraspol,3,1,H,2021
AtlÃ©tico Madrid,Liverpool,2,3,A,2021
Club Brugge,Manchester City,1,5,A,2021
Club Brugge,Manchester City,1,5,A,2021
Shakhtar,Real Madrid,0,5,A,2021
Zenit,Juventus,0,1,A,2021
Barcelona,Dynamo Kyiv,1,0,H,2021
RB Salzburg,Wolfsburg,3,1,H,2021
Barcelona,Dynamo Kyiv,1,0,H,2021
Manchester Utd,Atalanta,3,2,H,2021
Benfica,Bayern Munich,0,4,A,2021
Chelsea,MalmÃ¶,4,0,H,2021
Lille,Sevilla,0,0,D,2021
Young Boys,Villarreal,1,4,A,2021
RB Salzburg,Wolfsburg,3,1,H,2021
Zenit,Juventus,0,1,A,2021
Young Boys,Villarreal,1,4,A,2021
Lille,Sevilla,0,0,D,2021
Chelsea,MalmÃ¶,4,0,H,2021
Benfica,Bayern Munich,0,4,A,2021
Manchester Utd,Atalanta,3,2,H,2021
Bayern Munich,Benfica,5,2,H,2021
Villarreal,Young Boys,2,0,H,2021
MalmÃ¶,Chelsea,0,1,A,2021
Atalanta,Manchester Utd,2,2,D,2021
Sevilla,Lille,1,2,A,2021
Juventus,Zenit,4,2,H,2021
Atalanta,Manchester Utd,2,2,D,2021
Villarreal,Young Boys,2,0,H,2021
Sevilla,Lille,1,2,A,2021
Dynamo Kyiv,Barcelona,0,1,A,2021
Bayern Munich,Benfica,5,2,H,2021
Juventus,Zenit,4,2,H,2021
MalmÃ¶,Chelsea,0,1,A,2021
Dynamo Kyiv,Barcelona,0,1,A,2021
Liverpool,AtlÃ©tico Madrid,2,0,H,2021
Real Madrid,Shakhtar,2,1,H,2021
Milan,Porto,1,1,D,2021
RB Leipzig,Paris S-G,2,2,D,2021
Dortmund,Ajax,1,3,A,2021
Sheriff Tiraspol,Inter,1,3,A,2021
Sporting CP,BeÅiktaÅ,4,0,H,2021
Manchester City,Club Brugge,4,1,H,2021
Milan,Porto,1,1,D,2021
Liverpool,AtlÃ©tico Madrid,2,0,H,2021
Real Madrid,Shakhtar,2,1,H,2021
Manchester City,Club Brugge,4,1,H,2021
Sporting CP,BeÅiktaÅ,4,0,H,2021
RB Leipzig,Paris S-G,2,2,D,2021
Dortmund,Ajax,1,3,A,2021
Sheriff Tiraspol,Inter,1,3,A,2021
Young Boys,Atalanta,3,3,D,2021
Sevilla,Wolfsburg,2,0,H,2021
MalmÃ¶,Zenit,1,1,D,2021
Chelsea,Juventus,4,0,H,2021
Dynamo Kyiv,Bayern Munich,1,2,A,2021
Villarreal,Manchester Utd,0,2,A,2021
Villarreal,Manchester Utd,0,2,A,2021
Barcelona,Benfica,0,0,D,2021
Chelsea,Juventus,4,0,H,2021
Barcelona,Benfica,0,0,D,2021
Lille,RB Salzburg,1,0,H,2021
Lille,RB Salzburg,1,0,H,2021
Young Boys,Atalanta,3,3,D,2021
Sevilla,Wolfsburg,2,0,H,2021
MalmÃ¶,Zenit,1,1,D,2021
Dynamo Kyiv,Bayern Munich,1,2,A,2021
BeÅiktaÅ,Ajax,1,2,A,2021
AtlÃ©tico Madrid,Milan,0,1,A,2021
Club Brugge,RB Leipzig,0,5,A,2021
Manchester City,Paris S-G,2,1,H,2021
Sporting CP,Dortmund,3,1,H,2021
Liverpool,Porto,2,0,H,2021
Sheriff Tiraspol,Real Madrid,0,3,A,2021
AtlÃ©tico Madrid,Milan,0,1,A,2021
Club Brugge,RB Leipzig,0,5,A,2021
Sheriff Tiraspol,Real Madrid,0,3,A,2021
Manchester City,Paris S-G,2,1,H,2021
Sporting CP,Dortmund,3,1,H,2021
BeÅiktaÅ,Ajax,1,2,A,2021
Liverpool,Porto,2,0,H,2021
Ajax,Sporting CP,4,2,H,2021
RB Leipzig,Manchester City,2,1,H,2021
Paris S-G,Club Brugge,4,1,H,2021
RB Leipzig,Manchester City,2,1,H,2021
Porto,AtlÃ©tico Madrid,1,3,A,2021
Real Madrid,Inter,2,0,H,2021
Dortmund,BeÅiktaÅ,5,0,H,2021
Ajax,Sporting CP,4,2,H,2021
Milan,Liverpool,1,2,A,2021
Paris S-G,Club Brugge,4,1,H,2021
Shakhtar,Sheriff Tiraspol,1,1,D,2021
Shakhtar,Sheriff Tiraspol,1,1,D,2021
Milan,Liverpool,1,2,A,2021
Dortmund,BeÅiktaÅ,5,0,H,2021
Real Madrid,Inter,2,0,H,2021
Porto,AtlÃ©tico Madrid,1,3,A,2021
Benfica,Dynamo Kyiv,2,0,H,2021
Zenit,Chelsea,3,3,D,2021
Juventus,MalmÃ¶,1,0,H,2021
Manchester Utd,Young Boys,1,1,D,2021
Wolfsburg,Lille,1,3,A,2021
Bayern Munich,Barcelona,3,0,H,2021
RB Salzburg,Sevilla,1,0,H,2021
RB Salzburg,Sevilla,1,0,H,2021
Bayern Munich,Barcelona,3,0,H,2021
Wolfsburg,Lille,1,3,A,2021
Juventus,MalmÃ¶,1,0,H,2021
Zenit,Chelsea,3,3,D,2021
Manchester Utd,Young Boys,1,1,D,2021
Benfica,Dynamo Kyiv,2,0,H,2021
Atalanta,Villarreal,2,3,A,2021
Atalanta,Villarreal,2,3,A,2021
Sporting CP,Manchester City,0,5,A,2021
Sporting CP,Manchester City,0,5,A,2021
Inter,Liverpool,0,2,A,2021
RB Salzburg,Bayern Munich,1,1,D,2021
RB Salzburg,Bayern Munich,1,1,D,2021
Inter,Liverpool,0,2,A,2021
Chelsea,Lille,2,0,H,2021
Villarreal,Juventus,1,1,D,2021
Chelsea,Lille,2,0,H,2021
Villarreal,Juventus,1,1,D,2021
Benfica,Ajax,2,2,D,2021
AtlÃ©tico Madrid,Manchester Utd,1,1,D,2021
Benfica,Ajax,2,2,D,2021
AtlÃ©tico Madrid,Manchester Utd,1,1,D,2021
Bayern Munich,RB Salzburg,7,1,H,2021
Bayern Munich,RB Salzburg,7,1,H,2021
Liverpool,Inter,0,1,A,2021
Liverpool,Inter,0,1,A,2021
Manchester City,Sporting CP,0,0,D,2021
Real Madrid,Paris S-G,3,1,H,2021
Real Madrid,Paris S-G,3,1,H,2021
Manchester City,Sporting CP,0,0,D,2021
Manchester Utd,AtlÃ©tico Madrid,0,1,A,2021
Manchester Utd,AtlÃ©tico Madrid,0,1,A,2021
Ajax,Benfica,0,1,A,2021
Ajax,Benfica,0,1,A,2021
Lille,Chelsea,1,2,A,2021
Juventus,Villarreal,0,3,A,2021
Lille,Chelsea,1,2,A,2021
Juventus,Villarreal,0,3,A,2021
Benfica,Liverpool,1,3,A,2021
Manchester City,AtlÃ©tico Madrid,1,0,H,2021
Manchester City,AtlÃ©tico Madrid,1,0,H,2021
Benfica,Liverpool,1,3,A,2021
Chelsea,Real Madrid,1,3,A,2021
Villarreal,Bayern Munich,1,0,H,2021
Villarreal,Bayern Munich,1,0,H,2021
Chelsea,Real Madrid,1,3,A,2021
Real Madrid,Chelsea,2,3,A,2021
Bayern Munich,Villarreal,1,1,D,2021
Bayern Munich,Villarreal,1,1,D,2021
Real Madrid,Chelsea,2,3,A,2021
Liverpool,Benfica,3,3,D,2021
AtlÃ©tico Madrid,Manchester City,0,0,D,2021
Liverpool,Benfica,3,3,D,2021
AtlÃ©tico Madrid,Manchester City,0,0,D,2021
Manchester City,Real Madrid,4,3,H,2021
Manchester City,Real Madrid,4,3,H,2021
Liverpool,Villarreal,2,0,H,2021
Liverpool,Villarreal,2,0,H,2021
Villarreal,Liverpool,2,3,A,2021
Villarreal,Liverpool,2,3,A,2021
Real Madrid,Manchester City,3,1,H,2021
Real Madrid,Manchester City,3,1,H,2021
Liverpool,Real Madrid,0,1,A,2021
Liverpool,Real Madrid,0,1,A,2021
